CATEGORY,CALL GROUPS,final_case_type,CASE DESC,occ_date,x_coordinate,y_coordinate,census_tract
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/2/2016,7655123,685001,2000
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/2/2016,7661605,699311,7400
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/2/2016,7663455,661933,8800
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/2/2016,7668994,683077,1701
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/2/2016,7675045,679174,8201
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/3/2016,7646772,693434,3402
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/3/2016,7655237,677276,901
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/3/2016,7667369,687448,1701
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/4/2016,7635277,709258,3901
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/4/2016,7637243,701176,980000
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/4/2016,7646054,700895,3702
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/4/2016,7658684,681852,1400
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/4/2016,7661732,679128,1500
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/4/2016,7664965,668398,501
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/5/2016,7643372,682710,10600
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/1/2016,7642556,686927,5000
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/1/2016,7642955,668852,6001
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/1/2016,7645296,684018,10600
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/1/2016,7650244,682941,2100
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/2/2016,7638657,686029,4700
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/2/2016,7649898,691104,2401
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/2/2016,7654577,674644,901
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/2/2016,7659711,688300,2702
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/2/2016,7676199,686841,8100
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/2/2016,7679432,676125,8400
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/2/2016,7681577,684540,9302
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/2/2016,7687542,677420,9701
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/3/2016,7646477,686020,2100
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/3/2016,7650044,687566,2402
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/3/2016,7658669,688272,2702
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/3/2016,7662208,683610,1802
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/3/2016,7692211,678488,9702
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/4/2016,7672719,686884,
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/5/2016,7636360,709531,3901
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/5/2016,7661007,663511,8800
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/5/2016,7685484,660773,8901
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/6/2016,7623859,708254,4200
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/6/2016,7642300,684227,5200
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/6/2016,7647274,697060,3401
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/6/2016,7677738,696593,
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/7/2016,7627189,671533,6701
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/7/2016,7650394,682008,1101
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/7/2016,7656111,681504,1301
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/7/2016,7658584,686420,1900
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/8/2016,7670574,680926,1602
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/8/2016,7684135,681830,9201
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/9/2016,7642376,685090,5000
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/9/2016,7644116,684355,5100
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/9/2016,7647588,707260,7202
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/9/2016,7654331,697623,3100
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/9/2016,7680011,687212,8002
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/9/2016,7681358,695523,9502
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/9/2016,7692995,672952,9804
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/10/2016,7635116,708083,4001
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/10/2016,7644672,683618,10600
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/26/2016,7630675,671515,6701
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/26/2016,7644511,684623,5100
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/26/2016,7681240,676572,9201
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/27/2016,7623007,711368,4101
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/27/2016,7635117,707810,4001
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/27/2016,7639900,687538,4900
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/27/2016,7643431,694476,3502
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/27/2016,7654023,688207,2502
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/27/2016,7669801,664573,602
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/27/2016,7671907,674831,8301
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/27/2016,7677534,681750,8202
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/28/2016,7644712,682617,10600
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/28/2016,7655063,687702,2502
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/28/2016,7665843,681042,1601
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/29/2016,7644375,682896,10600
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/29/2016,7650289,686955,2402
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/29/2016,7663999,662302,8800
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/29/2016,7684470,676129,9101
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/29/2016,7693209,671833,9804
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/30/2016,7645394,685089,5100
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/30/2016,7647560,682878,2100
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/30/2016,7650728,684355,2100
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/31/2016,7658926,687820,2702
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/31/2016,7683204,670769,9000
OTHER, SUSPICIOUS,PREMCK,PREMISE CHECK                                     ,12/1/2016,7679394,682613,8202
OTHER, SUSPICIOUS,PREMCK,PREMISE CHECK                                     ,12/1/2016,7689729,687318,9400
OTHER, SUSPICIOUS,PREMCK,PREMISE CHECK                                     ,12/3/2016,7664944,669783,501
OTHER, SUSPICIOUS,PREMCK,PREMISE CHECK                                     ,12/3/2016,7667382,662060,8600
OTHER, SUSPICIOUS,PREMCK,PREMISE CHECK                                     ,12/3/2016,7670524,687362,2903
OTHER, SUSPICIOUS,PREMCK,PREMISE CHECK                                     ,12/4/2016,7630672,709670,4102
OTHER, SUSPICIOUS,PREMCK,PREMISE CHECK                                     ,12/4/2016,7650679,682779,2100
OTHER, SUSPICIOUS,PREMCK,PREMISE CHECK                                     ,12/4/2016,7682060,665413,8901
OTHER, SUSPICIOUS,PREMCK,PREMISE CHECK                                     ,12/5/2016,7670524,687362,2903
OTHER, SUSPICIOUS,PREMCK,PREMISE CHECK                                     ,12/6/2016,7670524,687362,2903
OTHER, SUSPICIOUS,PREMCK,PREMISE CHECK                                     ,12/6/2016,7685879,691371,9501
OTHER, SUSPICIOUS,PREMCK,PREMISE CHECK                                     ,12/7/2016,7633347,703136,4002
OTHER, SUSPICIOUS,PREMCK,PREMISE CHECK                                     ,12/7/2016,7640770,697364,3501
OTHER, SUSPICIOUS,PREMCK,PREMISE CHECK                                     ,12/7/2016,7647312,690732,2203
OTHER, SUSPICIOUS,PREMCK,PREMISE CHECK                                     ,12/7/2016,7661089,687675,2702
OTHER, SUSPICIOUS,PREMCK,PREMISE CHECK                                     ,12/7/2016,7661860,664423,8700
OTHER, SUSPICIOUS,PREMCK,PREMISE CHECK                                     ,12/8/2016,7655682,686791,2000
OTHER, SUSPICIOUS,PREMCK,PREMISE CHECK                                     ,12/8/2016,7680324,686962,9302
OTHER, SUSPICIOUS,PREMCK,PREMISE CHECK                                     ,12/9/2016,7625922,712101,4101
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/10/2016,7648897,682298,1101
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/10/2016,7674571,668146,8500
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/11/2016,7639697,685668,4800
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/11/2016,7657455,674874,901
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/11/2016,7662813,678349,1500
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/11/2016,7679890,673556,9000
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/12/2016,7631890,657072,6403
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/12/2016,7639697,685558,4800
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/12/2016,7655454,683668,2000
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/13/2016,7637864,687515,4700
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/13/2016,7680062,679255,9201
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/15/2016,7668735,680491,1601
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/16/2016,7648700,664149,100
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/16/2016,7658969,691907,2701
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/17/2016,7644299,692233,3502
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/17/2016,7667061,695517,7600
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/18/2016,7669180,673524,8301
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/19/2016,7650137,703384,3601
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/19/2016,7674669,681773,8202
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/20/2016,7639485,663541,6200
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/20/2016,7648251,688322,2303
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/20/2016,7653224,683571,2000
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/20/2016,7656918,678065,1302
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/21/2016,7635751,663130,6502
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/21/2016,7644370,708679,7202
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/21/2016,7666602,668566,502
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/21/2016,7679624,683572,8100
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/21/2016,7680147,687614,9400
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/21/2016,7685742,683208,9302
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/22/2016,7633630,667479,6602
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/22/2016,7660517,667779,401
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/22/2016,7667002,669852,502
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/23/2016,7637766,663233,6502
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/23/2016,7639980,686472,4800
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/23/2016,7652629,687587,2502
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/23/2016,7657986,674434,802
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/23/2016,7676344,692842,7900
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/23/2016,7679624,683572,8100
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/23/2016,7684437,677092,9202
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/23/2016,7686366,692946,9501
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/24/2016,7651393,689006,2402
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/24/2016,7690255,676379,9701
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/25/2016,7642415,682860,10600
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/5/2016,7644284,686073,5100
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/5/2016,7669045,693543,2902
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/5/2016,7676397,666184,8902
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/6/2016,7639777,685613,4800
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/6/2016,7644602,682786,10600
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/6/2016,7658658,679908,1400
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/7/2016,7658130,687026,1900
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/7/2016,7659908,680053,1400
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/7/2016,7663798,664170,8700
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/8/2016,7632879,663052,6502
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/8/2016,7636855,668791,6702
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/8/2016,7654077,675568,901
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/8/2016,7660926,675877,801
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/8/2016,7692307,675120,9804
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/9/2016,7631766,704743,4002
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/9/2016,7634464,706835,4001
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/9/2016,7669441,664896,602
